para,is_subjective
872,"dek and shirley live together with 12 year-old marlene , her daughter by the sexy delinquent jimmy , who skeddadled years ago and hasn't been heard from since",0
873,"and the conclusion of the story is how the four attempt to pull off their master plan , this well-thought-out bank robbery",0
874,"once there , she makes friends with bombastic bobbie markowe",0
875,"this documentary follows a business partnership between a clan of palestinian fisherman from refugee camps in gaza and israelis from the settlement of dugit , gaza strip",0
876,"the making of the dragon emphasizes and exaggerates all the overly dramatic moments , simplistic storylines and farcical elements that make up the films of the kung-fu genre",0
877,it becomes clear that the line between assailant and victim has begun to break down and that the roles in this relationship are now unclear,0
878,jordan must decide if simon's answers are good or evil as the paths become intertwined &#38 ; the lives of the four friends are jeopardized as one falls victim to cociety's views and the other three bond together to carry out a friends promise,0
879,he sabotages evan and gets the job of anchorman,0
880,"three different scenarios , intercut , all using the same words but with very different meanings",0
881,eleven year old david wiseman is mad about cricket but no good at it,0
882,"former criminal investigator , major korenev , nicknamed fox is released from prison",0
883,"they decide to celebrate digger's 18th birthday by breaking every rule of what they consider a "" shallow and hypocritical society "" by planning a suicide as a manifestation of their eternal freedom , thus "" to die and become immortal """,0
884,"haruna passes her days looking at the sea , her beautiful face is bandaged",0
885,"down on the shore , a boat is slowly being loaded with the personal possessions from the dying man's home",0
886,they are soon off going from one strange adventure to another,0
887,"emma's a succesful sale agent for a home security company , due in part to being the police chief's daughter",0
888,would anyone believe mary and joe's claim to abstinence ?,0
889,"before they can win some money , a local mob boss , frank finnigan , sees the horse and steals it as payment for the gambling debt of tony , a local jockey and single parent",0
890,club le monde follows an evening out at a seedy nightspot,0
891,"the film follows haris , a hip , handsome afghan-american artist who shows his work at a downtown manhattan art gallery",0
892,with her as a mentor he gains confidence and strength of character,0
893,"the story follows ancanar , the sole heir to the rammoth valley and the last in the line of telganan",0
894,he is extremely strict at work and believes in pushing his workers to the limit,0
895,"the crossing , even after a hard year of hiding , was to be a hardship : three months in a makeshift vessel with two thousand other fugitives , the victims not only of disease , hunger , and death , but primarily of the british navy and intelligence services",0
896,"when the secret codes controlling a killer nuclear satellite are stolen by the world's most dangerous criminal , america's best agent teams up with a brittish beauty to recover the codes in an endgame of action , betrayal and intrigue",0
897,"engaging peter is the story of peter , a struggling documentary filmmaker who has resorted to shooting weddings for rent money",0
898,but before he can get to him she sets out with her father to south africa,0
899,"however , the manner in which he decides to suicide is quite peculiar : he allows himself to be abducted by a cult , whose members treat him as their "" king "" for one year ( he is given a castle , concubines , gifts , etc  ) , and then murder him as an atonement for their yearly sins",0
900,"at this , he loses his temper and gets physical with the employee",0
901,"as well as many appearances by characters for the hit television series "" mr",0
902,"as a result of this unfortunate circumstance , ella cannot refuse any command , and is often left at the mercy of unscrupulous personalities",0
903,"while being led away , some re-agent falls from his pocket where it is picked up by a young man that was camping nearby",0
904,a path that will lead to the day in and day out drudgery of a soul-less survival or a path that will lead them down the road in pursuit their dreams,0
905,"along the way she must fend off the unwelcome advances of national tv talk-show host krystal ( with a k ) , her seedy pop svengali phil spectacle , and her enigmatic live-in sidekick dromedary girl ; as well as avoiding detection by natasha , the bewildered international spy with a penchant for inner monologues , who in turn may just bring reinalda's mysterious past back to haunt her one final time ",0
906,"when reuben buys a black-market cure for his unusual chest complaint , jenny is forced to make a terrible sacrifice",0
907,"but katherine holds her back , not to let interfere anything with her successful career",0
908,"as "" daddy day care "" starts to catch on , it launches them into a comedic rivalry with the chapman academy tough-as-nails director , ms harridan ( anjelica huston )",0
909,"in the early 1900's , a new invention ( and one of the very first uses of the electric motor ) was created to address the 'problem' of women's hysteria",0
910,the galactic republic finds itself at the brink of a civil war,0
911,"in the ensuing chaos , inez discovers the thorny side of true love and that finding one's soul mate is never quite what you'd expect",0
912,"at the same time other changes in sumo are being prompted by its growing popularity in the west , where its adherents are lobbying for sumo's inclusion in the olympic games even as other promoters are arranging amateur sumo tournaments in venues like las vegas casinos - tournaments that not surprisingly bear little resemblance to the sport's japanese forebear",0
913,"looking for a good story she also meets a welfare official , thomas , who also thinks that the foundation should be looked into",0
914,"heart-stopping talent doesn't seem to be enough when your parents want you to hang up your football boots , find a nice boyfriend and learn to cook the perfect chapatti",0
915,"the film was shot on location at various firehouses in manhattan , queens and brooklyn",0
916,"set in hollywood , "" coming clean "" is a 12 character ensemble romantic comedy about an engagement party gone wrong",0
917,"in a reciprocal effort , celebi uses his power and transports itself and sam to the present , ash ketchum's time",0
918,"in his memoirs , guevara recounts adventures he , and best friend alberto granado , had while crossing south america by motorcycle in the early 1950s",0
919,"a young man lingers in the family home of his fiancee , after her accidental death",0
920,gary oldman plays as a dwarf brother to a normal-sized matthew mcconaughey,0
921,it will definitely keep you on the edge of your seat because of the blood and gore or the good looking babes,0
922,they marry because that's what you are supposed to do,0
923,she bets ( against all logic ) to be able to build a new palace for caesar within three months,0
924,"an attorney ( ben affleck ) in a rush to make a court appointment to file legal papers involving a multi-million dollar trust accidentally collides with an alcoholic insurance salesman ( samuel jackson ) , who also is a rush for a court appointment involving the custody of his children",0
925,"deacon , matt and fred will do anything for even a glimpse of sex and spend their mornings pirating porno movies from fred's after school job at the video store",0
926,"daria's boys are : dante , who owns some of the hottest clubs in the city and believes monogamy is a dirty word , unless he's being cheated on",0
927,father benito has been receiving financial help from the region's drug lord for the construction of a new health clinic,0
928,"as a young man , walter t shaw jr saw his father go unaccredited for his remarkable work and set out on his ironically celebrated career in crime",0
929,"he and his friends : virgil , daric and han lead a double life of mischief and petty crimes to alleviate the pressures of perfection",0
930,"that night , however , a ghost does escape , tailing the young girl in the city of prague",0
931,the tenement is a four story anthology that in which each of its characters live within the same building and walk a fine line between good and evil,0
932,"in steps reese , a sweet , charming co-worker smitten with kali",0
933,in fact a blueprint : a blueprint of her mother,0
934,"when she understands that the killer is very intelligent and organized , she elaborates a strategy to arrest him",0
935,"one day , his own name arrives in the "" perpetrator "" chute , and the precogs predict that he will kill a man he never knew in less than 36 hours",0
936,ben is a perfectionist and overachiever whose tunnel vision leads to nothing less than graduating at the top of his class,0
937,"a documentary about the intellectual pacifist progressive president woodrow wilson , showing his place in history as the president who oversaw america's transformation into a singular global power , but also his failed quest for world peace , due to his poor physical stamina and political dexterity",0
938,"it did to paul strang , an ex-high school teacher drinking his life away after being nearly killed by a student",0
939,"torn between the divine and the carnal , the righteous and the unjust , father amaro must summon his strength to choose which life he will lead",0
940,along the way he picks up a pastor who desires to learn the deeper things of god,0
941,wanted : lost soul to look after 4 woman,0
942,these four robbed a bank and hijacked an entire town for 3 days,0
943,"anita is 14 , blonde and beautiful - exactly what meena thinks she wants to be",0
944,"the decision gets complicated when old secrets , false hope , and personal tragedies threaten to break up the band",0
945,"the hours of life snatched from death lead them in a wild chase across romania , looking for the truth",0
946,"the film , explores the human relationships through fully identifiable human beings , taking also into account the prejudices , the lust of life and all those everyday defeats",0
947,"ten years after the 'phantom menace' threatened the planet naboo , padm&#233 ; amidala is now a senator representing her homeworld",0
948,"nick is about to discover , true love can be found in the strangest of places ",0
949,"although they have fallen into a habitual rivalry based on a cause long forgotten , the pair unite when the multinational fast-food outlet "" burgies "" unveils a new store directly opposite the twin fish &#38 ; chips shops",0
950,"as the day unfolds , the decisions become clearer and yet more difficult to make as the characters question what the true meaning of their lives are",0
951,martin van zandt ( victor garber ) is assigned the unenviable task of investigating the crime and finding someone to hold responsible,0
952,"a young man ( keanu reeves ) plays a doctor caring for a man ( nicholson ) , who suffers a heart attack at the house of his young girlfriend's mother ( keaton )",0
953,"she arrives with every intent of selling it all off and going back to her busy career , but in going through her grandmother's belongings , she discovers much about her family's past which ultimately makes her re-evaluate her life and values",0
954,"michael rooker plays a guard , fisher stevens , john seda , and master p co star",0
955,"the film shows the relationship of the couple in love mid hope , difficulties , and misencounters in a beautiful and violent metropolis",0
956,their plan is to take jason back home to crystal lake and have both freddy and jason destroy each other,0
957,the day takes some twists and turns as elder jones and elder smith ride their bikes to pick up a birthday package for elder smith,0
958,his attempt at becoming a lefty leads to an interesting turn of events which suggest that he may be at the start of a never-ending cycle,0
959,"hoping to capitalize on the tragedy , the agent plans to unlock the secrets left behind in the scattered ashes",0
960,"a take on the classic tale 'the boy who cried wolf' , 'big fat liar' is about a 14-year-old boy named jason shephard ( frankie muniz ) who lies for the fun of it",0
961,the film starts in 1846 and ends in 1863 with the draft riots,0
962,"upon getting together on their spring break , they realize that they are bored in their small suburban connecticut hometown",0
963,"shy san franciscan zoe is a twenty-something love-starved animator who spends countless hours listening to kxch cherish radio , losing herself in a syrupy romantic fantasy of '70s and '80s pop songs",0
964,isabel and clara are growing up in a time of terror,0
965,"when possum lodge is taken to court by big-shot executive robert stiles ( richard fitzpatrick ) , whose limousine was damaged while parking at the lodge , the boys are ordered to pay $10 , 000 in damages within ten days - or their beloved lodge will become property of the town",0
966,"( leslie mann ) plays his girlfriend , who also wants him to pay $30 , 000 for the down payment on a house ; and ( tom green ) plays his buddy , who's a bad influence on him",0
967,"the documentary follows otte from holland to ghana , where he's set to celebrate his fifth anniversary as the leader of mepe , the region of 300 , 000 people who installed him",0
968,"serious and conservative , jamie ( moore ) was as far from cool as she could possibly be , and didn't care",0
969,"'murder by numbers' is a psychological suspense-thriller that tells the story of a tenacious homicide detective , cassie mayweather ( sandra bullock ) and her new partner sam kennedy ( ben chaplin ) who become pitted against two malevolently brilliant young men ( ryan gosling and michael pitt ) in an ingenious battle of wits as they try to solve a murder case",0
970,"a documentary which revolves around a shelter for battered women in tampa , florida",0
971,"it follows and in some cases re-enacts the chronology of shepherd's visit to a local bar , his kidnap and beating , the discovery of him tied to a fence , the vigil at the hospital , his death and funeral , and the trial of his killers",0
972,sam leads the kids in a running battle with the gunmen throughout the school,0
973,the film shows the surreal side of routines that seem simple and ordinary,0
974,""" on the afternoon of july 1 , 1981 , los angeles police responded to a distress call at 8763 wonderland avenue and soon discovered a grisly quadruple homicide , later compared to the gruesome slaughter at the tate household at the hands of the charles manson family 10 years earlier",0
975,"set in the colourful world of horseracing , horseplay follows the chaotic life of a wannabe horse trainer as he deals with the turf , the ladies and everyone else out to get him",0
976,when it's over all that they got is a bag full of black gems which is what the man who hired them wanted,0
977,marly has given her career as an aquatic weeki wachee mermaid up and her marriage to steve is over,0
978,"this first film , a deliberately allegorical visual fantasy , focuses on the 30-something generation in china , who have to adapt to a materialistic society very different from the political utopia of their childhood",0
979,"no ten&#237 ; a que enfrentarse con la estrategia y potencia de un ej&#233 ; rcito enemigo , sino con el jolgorio de grandes masas que invadir&#237 ; an el territorio con panderetas , risotadas e histeria",0
980,"steven's outlandish plan inevitably backfires , and hilarity ensues as they fall for each other but are unable to express their true feelings",0
981,the problem is he's trying to be everything he's not,0
982,he has been with his girlfriend for 9 months too long,0
983,an action movie shot in real time that plays out like a shot-em-up video game,0
984,"in a letter to winston churchill , king explains their intention to invade france and fight the germans",0
985,however when her doodles of a spiralling forest continue to draw themselves it is only the start of a creative process that will see her removed from her dull form,0
986,"but just when james starts to question his role and his cat-and-mouse relationship with his mentor , burke taps him for a special assignment to root out a mole",0
987,"the creators of visas and virtue ( 1997 academy award winner , best live action short film ) have embarked on a new journey - the production of independence day",0
988,the fact that the filmmakers family is integral to this slice of life takes us that much closer to it all,0
989,"johnathan cross , a lover of extreme sports , is recruited by alexi petrovich to star in his sportive invention , rollerball",0
990,the results of the gene therapy are passed on to his son bruce,0
991,"sex , lies &#38 ; superheroes features the writers and artists who have helped make comic books a medium for sophisticated stories and artwork",0
992,"dex and eric are ordinary , twenty-something guys dealing with work , relationships and friends",0
993,"when she fails to find the "" perfect man "" that will make her happy , she decides to construct him herself , using parts from different people",0
994,"fbi agent cheryl hammer , arrives in a small california town to catch an elusive killer",0
995,"the only life he's known is as a gigolo , working for his mother , but he wants to leave that behind",0
996,the making of the dragon is a comedic satire ( not a spoof ) of the kung-fu film genre,0
997,""" my dinner with ovitz "" is a pithy , yet epicurean tale of broken dreams , broken hollywood power brokers ( and broken knees )",0
998,"while gertie is able to manipulate ollie with the finesse of an adult , she is ultimately daddy's little girl",0
999,"these movies were the first adult movies , most of them were made in order to explain how sex works to unexperimented young men before their first relation with a prostitute ",0
1000,his emotionally wrenching and often humorous long first night back ends in a mutually relentless swordfight with his prospective brother-in-law that forces him into coming to terms with his loss,0
1001,"there , she isn't getting any luck in auditioning as a singer",0
1002,"when simone agrees to a blind date with oliver at the hottest restaurant in town , she doesn't have high expectations of the evening",0
1003,daddy &#38 ; papa explores the growing phenomenon of gay fatherhood and its impact on american culture,0
1004,what about charlotte : can pally let his heart take the lead ?,0
1005,"the quest now set before them ends in a love , a lie and a legend that has lasted a thousand years",0
1006,"as debby tries to parlay what was essentially a casual fling into possible marriage with an indifferent rick , her mother virginia wonders if her affair with widower nick is the real thing",0
1007,"so in order for michael's quick and complete recovery , john takes the emergency room hostage until the doctors agree to get the transplant successful",0
1008,"scared and confused , frank and caroline must find their way back home , all the while avoiding danger at every turn",0
1009,"obviously a socialist commentary , poets is in turn informative , witty and thought-provoking",0
1010,"he has returned as a ghost , but he can do nothing but passively observe as the police stand clueless to the murder",0
1011,"through battles and adventures ahas and his companions grow up , but destiny has some bitter surprises to offer",0
1012,"a story of love and enchantment set in the coldest of winters , it explores the issues , dilemmas and barriers facing the lucky and unlucky in love in the 21st century , based on the novel of the same name by pullitzer prize-winning author carol shields",0
1013,depending on what you read witnesses say his penis was from 12 to 14 inches long,0
1014,she is really hiding her true emotional motivation behind a mask,0
1015,"to the outside , he is a faithful servant and a fierce protector of the organization , but inside he is full of doubt",0
1016,"west coast "" bodybuilding competition and use his own body as the perfect reflection of his mind's work",0
1017,"henrik meets the mysterious bag lady , who gives him a pair of magic shoes that make him dance like a dream",0
1018,"in the early years , mitra is repeatedly punished as the warden tries to break her",0
1019,he's made a mistake and he's trying to pay for it but he doesn't know if there is enough money in the world,0
1020,"while their first few meetings are innocent enough , the obsessive and seductive madison wants more - much more",0
1021,"he finds a level of comfort in his old skin , and is able to finally get some sleep",0
1022,"the story is derived from the myth of yavakri , which is a part of the great indian epic , the mahabharata",0
1023,"horace and colt , a fifty-something married couple , are divided - they have lost the key , to their room and to each other",0
1024,"a young reporter named rachel is investigating these events , but after she and her small son watch the tape , it becomes a race against time to find out why the tape is killing everyone and how it could be stopped",0
1025,"sara , recently divorced and mourning the loss of her only child , rents her basement to bogdan , a serbian musician who brings the whole band along",0
1026,bruce is a down on his luck tv news reporter,0
1027,"a man gets into a car and makes a farewell address to his young daughter , explaining why he will blow himself up as a protest against the dictatorship he lives in",0
1028,a situation or activity specially suited to a person's abilities or character,0
1029,a bored secretary in the holiday firm funtime inc spends her time looking after the plants around her,0
1030,"as different as salt lake city and new york city , sam and charly are thrown together by circumstance and repelled by differences",0
1031,"tinke , a 9-year-old orphan from the wilderness , struggles to find her unknown , rich grandparents",0
1032,big yard operates a child smuggling ring and 'superbob' must save dante or lose his son forever,0
1033,a love triangle about young people trying to communicate in world where communication is about to change forever,0
1034,they say sooner or later all love stories will end ; now &#38 ; forever is the exception ,0
1035,"chock full of ethnic flavor , whimsy , doubt , faith , joy and wonder , mary and joe is a delightful surprise , as the old story is brought into the present with startling freshness and power",0
1036,"the filmmaker journeys from her birthplace , brooklyn's hasidic community , to its origins in hungary and back",0
1037,prosit has made a lot of enemy&#180 ; s,0
1038,"like her mother , she is down to earth , clever , and a huge fan of the musical sweeney todd",0
1039,"but roger's seemingly foolproof world of smooth talk and casual sex begins to unravel when he is paid a surprise visit by his teenager nephew , nick",0
1040,"she and her daughter try to escape ( such as to her previous boyfriend played by futterman ) , but he pursues relentlessly",0
1041,"jimmy tong ( chan ) is just a lowly chauffeur for millionaire clark devlin ( isaacs ) , until devlin has an accident that puts him in the hospital",0
1042,"durval and his mother carmita live at the back of "" durval discos "" , a record store they own in s&#227 ; o paulo , specializing in vinyl records",0
1043,"after taking a look at the people around her and examining her life's choices , lucy decides that it would be unfair to give up this baby just because she didn't do what she wanted to with her own life",0
1044,"leader of the pack luck ( danny lopes ) , fueled on major hallucinogens , transports the gang to the reverend's isolated house where the basis of the second plot has been set simultaneously",0
1045,"friday after next takes place back in the hood during the christmas season , craig and day-day are now living in a rundown apartment",0
1046,the young man find herbert down in his jail cell and learns for himself just what the re-agent is capable of,0
1047,"former maintenance man gary fitch becomes the least likely candidate for mayor of santa monica , california , when he teams up with the wackiest "" dream-team "" imaginable : glory , a former high-priced call-girl ; his homeless buddy foster edwards , iii ; and shane martinez , a gay delivery boy",0
1048,a criminal mastermind has set in motion a plan to infiltrate a high tech prison in order to persuade a death row inmate to reveal the whereabouts of $200 million worth of gold,0
1049,"in an alternate space and time , a mythological being called the guardian is charged with manipulating and protecting dark matter",0
1050,he is a homeless street performer who brings shakespeare's soliloquies to life each afternoon on various street corners around the city of denver,0
1051,"adam miauczynski , the character known from director marek koterski's previous films , is a 44 year-old teacher , who reads poetry during school lessons and later goes home swearing and calling his neighbours' names",0
1052,"tension mounts , and as the cops arrive , morgan is growing impatient",0
1053,"differences spark interest , though , as charly finds depth in sam's idealism and sam seeks the vibrance of charly's joie de vivre",0
1054,"at the end of the worst day of his life , bruce angrily ridicules and rages against god and god responds",0
1055,"while johnny knoxvile and his pals put their life at risk , they are entertaining people at the same time",0
1056,"her cathexis was rapid and she formed an intense attachment to her young doctor , who seems to have reciprocated",0
1057,"he resorts to whiskey-smuggling , a traditional family occupation",0
1058,but progress is frustrated when dr chu becomes a victim of the copy-cat killings herself,0
1059,he trades his grandmother's only treasure for a video game ; he throws his food and he throws tantrums,0
1060,"how has the "" excitement "" of the 70's turned into the "" blandness "" of today ?",0
1061,"soon , he finds that his fellow patients are being murdered one by one",0
1062,"nobody talks about what happened five years ago , but something shifts beneath the surface of their lives a secret that won't stay buried",0
1063,"documentary-style drama showing the events that lead up to the tragic incident on january 30 , 1972 in the northern ireland town of derry when a protest march led by civil rights activist ivan cooper was fired upon by british troops , killing 13 protesters and wounding 14 more",0
1064,"her young son dies , her marriage to max is ruined , and her lover is in fact dangerous in his jealousy and mad rage , but no matter what the consequences - his subversive spirit lives inside her , forms her , obsesses her",0
1065,"delia is a spirited , working-class woman from a small town in new york who leaves her abusive husband and sets out on a journey to reclaim the power she has lost",0
1066,when one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him,0
1067,"becoming fast friends , they soon both moved with their families near coney island , where they became active community leaders",0
1068,"thomas narrowly escapes when his brother sean finds a wishbone , and suggests that they make a wish",0
1069,carol miller is a psychologist with a dark secret,0
1070,"now , when angered , he turns into a massive green behemoth with the mind of a child",0
1071,"academy award winner angelina jolie stars as sarah jordan , an american living in london in 1984",0
1072,or this could be the start of a nightmare - the likes of which she could never have imagined,0
1073,"aliens appear at the un and invite earth to join the galactic federation , there is a catch though , earth has one year to send a team of it's best fighters to represent the palnet in an unarmed combat tournament",0
1074,"when spain and portugal physically separate from the continent , the detached iberian peninsula aimlessly floats off to sea , becoming home to a group of god-like humans",0
1075,"by contrast , tom finds her world increasingly seductive , and as fatal gradually loses the only person she trusts , she discovers destiny has other plans",0
1076,"greg puts up with martha's harsh criticism in exchange for a place to lay-low until he can evade the police and repair his delicate relationship with his young daughter , chelsea",0
1077,"the pink house is a fast-paced , youthful comedy that has been called a sweeter , more intellectual animal house",0
1078,"he arrives in the small welsh town , unsettling the life of his ex-lover ( redgrave ) while inspiring his newfound daughter to follow in his footsteps with a musical career of her own , against the wishes of her mother",0
1079,she has two men in her life : wealthy divorcee ray porter ( steve martin ) and struggling musician jeremy,0
1080,a woman who is again able to reach out for love,0
1081,"director duncan roy impressively presents aka through three simultaneous frames rather than one , offering the audience a deeper and more complex perspective through which to view dean's engrossing story",0
1082,"christin has been working at a hotel owned by budcasso , her friend's fianc&#233 ;",0
1083,"during his skyrocketing career , johnathan has to experience what alexi has found out : blood brings more viewing pleasure to the audience",0
1084,"the plan's to use the school auto shop to prep two police cars , stash the drugs in secret compartments and drive away safely",0
1085,"he tries other legal approaches , which also fail",0
1086,thinking this will be his chance to go out on top victor soon finds out that he has been double crossed and his last option is to get revenge,0
1087,"based on the 1997 john king novel of the same name with a rather odd synopsis : "" a first novel about a seasoned chelsea football club hooligan who represents a disaffected society operating by brutal rules",0
1088,chep's growing love for fran makes him willing to prowl the dark streets at night in search of items for her,0
1089,"this includes never-before-seen images of tests of modified v-1s at point mugu naval air station , and the flight test program for regulus at edwards air force base in 1950",0
1090,"we open on the main character alex , a chef , put out by her effort for the shower and struggling with her desire to make things "" picture-perfect """,0
1091,he seeks the wisdom of his friend and confidant saiid and together their attempts to give niche his identity leads to more problems  in,0
1092,"a remake of the danish blockbuster "" klatretosen , "" catch that girl is described as "" ocean's 11 "" or "" mission : impossible "" for kids",0
1093,blessed encompasses the lives of four women who are inescapably involved in a brothel at the centre of the plot,0
1094,"ethan fernier is obsessed with the horror movies of b-movie director , winston korman",0
1095,"it's sex and the city meets the wedding banquet for young san franciscan daniel chang , living at home with his clueless , traditional mother",0
1096,all of her hard work pays off when she is accepted to a prominent dance program in new york,0
1097,"but after sigmund freud's note ( above ) on the nefarious nature of females , the doctors hatched the theory of counter-transference to explain their feelings",0
1098,the people want to lynch him and blueberry can only just prevent that,0
1099,"rajput then gets together a team of three blind men vishwas prajapati ( akshay kumar ) , arjun verma ( arjun rampal ) and ilias ( paresh rawal ) who will help him obtain his vengeance and make a heap of money at the same time",0
1100,considering his profession could be a very dangerous occupation,0
1101,"these people , most of whom were american citizens , were taken from their homes and sent to "" relocation "" camps in desolate , isloated areas",0
1102,the man who kidnapped his daughter is also doing what he can to find them,0
1103,"ben's rock-solid , promising future and romance with amy are turned upside-down with the arrival of madison bell",0
1104,"ben stiller and jack black star as tim and nick , best friends , neighbors and co-workers , whose equal footing is suddenly tripped up when one of nick's harebrained get-rich-quick schemes actually succeeds : vapoorizer , a spray that literally makes dog poop , or any other kind for that matter , evaporate into thin air -- to where exactly is anyone's guess",0
1105,their race against the clock to find the precious stones ultimately unravels a plot to distribute a deadly new weapon of war,0
1106,"no matter how hard you run from the past , it has a way of catching up with you",0
1107,"but paul's dream job turns into a nightmare of sex for hire , drugs and violence",0
1108,he is reluctant to help at first because he is wearing his friend kumin's shoes and doesn't want it to be dirty,0
1109,"as the strange thefts escalate , detective phil barbara ( gale harold ) is assigned to the case and is soon on chep and fran's trail",0
1110,"after john anderton lost his son to a crime a six years ago , he took up drugs , and works the precog division like nobody else",0
1111,"april's shower is a comedy about love , romance and expectation",0
1112,"it is set in the fantasy world middle-earth , created by tolkien in 'the hobbit' , 'the lord of the rings' , and 'the silmarillion'",0
1113,"but before he is able to set out on his expedition , the professor , along with the tablet , are taken hostage by a group of mercenaries , led by the vicious philipe gallo",0
1114,"bettien decided to cooperate with the police and because of her testimonies , many precious arrests were made",0
1115,there is a knock at the door and mitchell hears his mother asking for t-mon,0
1116,"this "" league "" comprises seafarer/inventor captain nemo ( shah ) , vampiress mina harker ( wilson ) , an invisible man named rodney skinner ( curran ) , american secret service agent tom sawyer ( west ) , the ageless and invincible dorian gray ( townsend ) , and the dangerous split personality of dr jekyll/mr",0
1117,the originally noble motive rapidly degenerated into an orgy of bloodletting and terror,0
1118,"diana , who secretly returns jose's affection , comes to his rescue , but is taken hostage",0
1119,three friends trace their relationships with each other and learn about themselves in the process,0
1120,"these devices immediately became an essential household appliance , and were advertised in nearly every women's magazine and sewing notions catalog of the time",0
1121,"if people accept it , the crime rate is going to drop drastically , but it never will be known if there might not be too many people imprisoned , some or even all of them innocent",0
1122,"the movie mixes the personal life of the ancestors of this man as well as historical moments for m&#233 ; xico such as the reform war , the mexican revolution , etc arc&#225 ; ngel can't sleep",0
1123,"as the police try to piece together what happened , the convoluted relationship between a young woman and her two suitors gradually emerges",0
1124,the problem is that the mysterious inhabitants are murderous lunatics out to kill every one of them ,0
1125,now the chinese man shows up wanting the gems,0
1126,"anna changes her mind : when some rich , ignorant american couple wondering about if they should buy the house asks for the swimming pool ( while the mediterranean is half a mile away ) , she simply doubles the charge , and finally puts the "" for sale "" plate into the garbage can",0
1127,"the fictional characters become part of the creators world as they appear on the subway with them , imagination becomes reality",0
1128,"while gypsy's unprecedented disappearance perplexes the entire music industry , she retreats with her husband to the desolation of cape cod in winter ",0
1129,a cold-hearted judge finds out when a seemingly crazy young couple break into his house and take him captive,0
1130,this documentary of cameroon's repressive political realities begins with the 1990 publication of an open letter to president biya calling for a national conference and the immediate arrest of the letter's author and publisher,0
1131,"ultimately , anime moves far beyond the realm of simple cartoons , encompassing a sensuous melange of complex storytelling , cutting edge imagery , music and fashion",0
1132,"his strengths are fish frying and stamp collecting , and he thinks magnum 45s are a type of ice cream",0
1133,because of her finn is finally able to accept himself,0
1134,"seymour polatkin is a successful , gay indian poet from spokane who confronts his past when he returns to his childhood home on the reservation to attend the funeral of a dear friend",0
1135,a young couple is concerned about the future of their relationship as they anticipate their time apart,0
1136,"pursued by immigration service and later arrested , he is about to be deported",0
1137,"the fatal accident was actually choreographed by henrietta , a kervorkian wannabe , and dara and noble become henrietta's unwitting pawns",0
1138,it is a dark comedy that challenges the traditional ideas of marriage and questions the societal values of money and sex,0
1139,"when the film reaches its dramatic climax , a varied cast of characters must all figure out a way to bridge the chasm between their dreams and reality",0
1140,"they literally bump heads one night , and become best friends",0
1141,"chris , an angry drug dealer , steps in and saves mitchell",0
1142,drugs are out because they tried that before and some of the po'boys spent a little time behind bars,0
1143,"from the creative mind of pulizter winner dave barry , comes a film following a chain of events inspired by the arrival of a mysterious suitcase in miami",0
1144,while she is away a strange man with an axe comes into the motel room and attacks matt,0
1145,"this dark bittersweet drama focuses on roberta , a 350-lb secretary who loses her job and learns she is dying on the same day",0
1146,"the three roommates have proudly scammed their way through the last four years of college and now , during the final exams , these big-men-on-campus are about to be busted by the most unlikely dude in school",0
1147,"the they also find themselves in a battle to hold on to their discovery before it falls into the hands of their rival , fergus wolfe",0
1148,"in this documentary , hannah , an ex-refugee , returns with her 55 year old son to the prison where she was held for five years",0
1149,and that's what you get when sampling the wonderful idiosyncrasies in this love story on espresso,0
1150,"faced with its aftermath , angela flees town , unaware that she has put into motion a dramatic and intense string of events that will forever change the course of their lives",0
1151,"instead he hides out in a cave on goose creek , waging guerilla warfare against expansionism and the destruction of historic property with the help of his family , friends , and neighbors ",0
1152,little ella's birthright is the gift - and curse - of obedience,0
1153,he checks into a rehab clinic that specializes in treating law enforcement officials,0
1154,"after 20 years of exile in paris , gustavo returns to his native city s&#227 ; o paulo",0
1155,"a washed-up 80's pop star ( ferguson ) suddenly has a new direction in life when he discovers that he has a teenage daughter , olivia , ( church ) , in cardiff , wales",0
1156,""" some like it hot "" meets "" stir crazy "" describes the antics of the film",0
1157,"sexgunsmoney@20 is an intense , funny and visceral story about excesses , instant gratification , greed and power , filled with intrigue and machiavellian plotting",0
1158,"evergon is ultimately a compelling story about the human condition , exploring a young man's search for love , steady employment and self-respect",0
1159,"since bursting onto the music scene last year with her double platinum first album 'pie on my face' , tildy st",0
1160,will graham must risk his family's security and his own safety to track down this one last murderer - the epitome of all evil - the red dragon,0
1161,"the focus of this story takes place at an annual drag-racing event in fresno , as manuel tries to retain his championship title",0
1162,the story starts with phillips and a cohort robbing a store and injuring a salesperson,0
1163,"an astonishing feat for a major star let alone a 27 year old from pickum , south carolina who only two years ago was sleeping in a cardboard box in the back alleys of detroit with her mother , connie , and her uncle clutch , while playing guitar on the streets for spare change",0
1164,things begin to go wrong when they are given a handgun to reward their success in the new job,0
1165,"undecided about his future , yun fei , an unknown young poet , goes to visit an old university friend in the suburbs of beijing to seek his advice",0
1166,"through his addiction to these ardent visions , he becomes more reclusive",0
1167,"whe he misses a dose of prozium , a mind-altering drug that hinders emotion , preston , who has been trained to enforce the strict laws of the new regime , suddenly becomes the only person capable of overthrowing it",0
